iter	Passed	Remaining
317	6913	14827
318	6931	14796
319	6953	14776
320	6977	14759
321	7006	14753
322	7030	14736
323	7051	14712
324	7072	14689
325	7096	14671
326	7112	14638
327	7129	14605
328	7148	14578
329	7163	14543
330	7191	14534
331	7213	14514
332	7229	14480
333	7244	14445
334	7262	14416
335	7284	14395
336	7303	14369
337	7323	14342
338	7347	14326
339	7375	14317
340	7416	14332
341	7422	14281
342	7444	14259
343	7472	14250
344	7500	14240
345	7525	14224
346	7550	14209
347	7584	14210
348	7616	14207
349	7646	14200
350	7670	14183
351	7690	14157
352	7713	14138
353	7742	14128
354	7762	14103
355	7785	14083
356	7797	14044
357	7808	14003
358	7832	13985
359	7859	13972
360	7880	13949
361	7907	13935
362	7942	13936
363	8032	14035
364	8059	14022
365	8078	13993
366	8098	13968
367	8119	13944
368	8141	13921
369	8163	13899
370	8186	13879
371	8202	13847
372	8226	13827
373	8244	13798
374	8262	13771
375	8285	13750
376	8308	13730
377	8325	13700
378	8349	13680
379	8368	13653
380	8410	13663
381	8433	13644
382	8449	13611
383	8454	13562
384	8471	13532
385	8497	13517
386	8517	13491
387	8532	13458
388	8551	13431
389	8572	13407
390	8580	13365
391	8603	13343
392	8623	13318
393	8632	13277
394	8657	13259
395	8663	13213
396	8687	13195
397	8709	13173
398	8732	13153
399	8758	13137
400	8781	13117
401	8797	13087
402	8827	13076
403	8857	13066
404	8869	13030
405	8894	13012
406	8923	13001
407	8946	12980
408	8978	12974
409	8981	12924
410	8994	12889
411	9000	12845
412	9027	12830
413	9056	12819
414	9078	12797
415	9102	12778
416	9118	12747
417	9123	12703
418	9146	12683
419	9165	12656
420	9188	12636
421	9207	12611
422	9217	12573
423	9234	12545
424	9246	12509
425	9251	12465
426	9256	12421
427	9276	12398
428	9298	12376
429	9319	12354
430	9322	12307
431	9341	12282
432	9360	12257
433	9384	12238
434	9427	12245
435	9448	12221
436	9472	12204
437	9481	12166
438	9500	12140
439	9516	12112
440	9540	12093
441	9564	12074
442	9588	12055
443	9611	12035
444	9639	12021
445	9654	11992
446	9676	11971
447	9701	11953
448	9726	11935
449	9747	11914
450	9749	11868
451	9767	11842
452	9787	11818
453	9810	11798
454	9834	11779
455	9855	11757
456	9882	11742
457	9906	11723
458	9932	11707
459	9952	11682
460	9969	11656
461	9994	11638
462	10013	11613
463	10038	11596
464	10055	11569
465	10080	11551
466	10100	11528
467	10120	11505
468	10146	11487
469	10171	11469
470	10196	11451
471	10229	11443
472	10247	11417
473	10274	11401
474	10297	11381
475	10311	11351
476	10334	11330
477	10357	11310
478	10380	11290
479	10407	11275
480	10443	11269
481	10468	11250
482	10490	11229
483	10492	11186
484	10510	11160
485	10526	11132
486	10544	11107
487	10563	11083
488	10586	11062
489	10605	11038
490	10622	11011
491	10643	10989
492	10662	10965
493	10681	10941
494	10703	10919
495	10728	10901
496	10748	10878
497	10772	10859
498	10797	10840
499	10821	10821
500	10837	10794
501	10864	10778
502	10875	10746
503	10897	10724
504	10918	10702
505	10949	10689
506	10978	10675
507	11002	10655
508	11022	10632
509	11028	10595
510	11049	10573
511	11066	10547
512	11072	10510
513	11090	10486
514	11107	10460
515	11125	10435
516	11147	10413
517	11167	10391
518	11173	10355
519	11189	10328
520	11206	10302
521	11229	10283
522	11258	10268
523	11283	10250
524	11308	10231
525	11317	10198
526	11340	10178
527	11365	10160
528	11371	10124
529	11394	10104
530	11411	10079
531	11455	10077
532	11478	10057
533	11503	10038
534	11525	10017
535	11548	9997
536	11567	9973
537	11592	9955
538	11611	9930
539	11634	9910
540	11643	9879
541	11665	9857
542	11684	9834
543	11711	9816
544	11736	9798
545	11750	9770
546	11772	9749
547	11795	9728
548	11818	9708
549	11837	9685
550	11862	9666
551	11891	9650
552	11912	9629
553	11941	9613
554	11947	9579
555	11976	9563
556	12001	9545
557	12026	9526
558	12050	9506
559	12074	9487
560	12098	9467
561	12117	9444
562	12141	9424
563	12166	9405
564	12189	9385
565	12212	9364
566	12228	9338
567	12252	9319
568	12275	9298
569	12295	9275
570	12319	9256
571	12344	9237
572	12364	9213
573	12373	9182
574	12395	9162
575	12407	9133
576	12432	9114
577	12480	9111
578	12499	9088
579	12520	9066
580	12546	9047
581	12551	9014
582	12573	8993
583	12597	8973
584	12623	8955
585	12641	8931
586	12666	8911
587	12690	8891
588	12715	8873
589	12738	8852
590	12757	8828
591	12775	8804
592	12784	8774
593	12799	8748
594	12822	8728
595	12844	8706
596	12868	8686
597	12893	8667
598	12914	8645
599	12939	8626
600	12951	8598
601	12976	8579
602	12999	8558
603	13021	8537
604	13046	8517
605	13071	8498
606	13084	8471
607	13100	8446
608	13117	8421
609	13137	8399
610	13161	8379
611	13171	8350
612	13184	8323
613	13208	8303
614	13230	8282
615	13255	8262
616	13279	8243
617	13295	8218
618	13322	8199
619	13341	8177
620	13361	8154
621	13377	8129
622	13405	8112
623	13428	8091
624	13447	8068
625	13500	8065
626	13520	8043
627	13544	8023
628	13568	8003
629	13586	7979
630	13614	7961
631	13637	7941
632	13661	7920
633	13685	7900
634	13709	7880
635	13729	7857
636	13750	7835
637	13775	7816
638	13809	7801
639	13857	7794
640	13887	7778
641	13932	7769
642	13966	7754
643	14002	7740
644	14028	7720
645	14065	7707
646	14094	7689
647	14114	7666
648	14124	7638
649	14145	7616
650	14165	7594
651	14196	7577
652	14212	7552
653	14237	7532
654	14260	7511
655	14280	7488
656	14303	7467
657	14327	7446
658	14350	7425
659	14375	7405
660	14401	7385
661	14403	7353
662	14425	7332
663	14444	7309
664	14461	7284
665	14474	7259
666	14519	7248
667	14540	7226
668	14566	7207
669	14589	7185
670	14612	7164
671	14631	7141
672	14654	7120
673	14677	7099
674	14701	7078
675	14722	7056
676	14744	7034
677	14767	7013
678	14787	6990
679	14810	6969
680	14835	6949
681	14854	6926
682	14881	6906
683	14899	6883
684	14917	6859
685	14946	6841
686	14978	6824
687	15002	6803
688	15048	6792
689	15087	6778
690	15116	6759
691	15140	6739
692	15158	6715
693	15189	6697
694	15214	6676
695	15236	6654
696	15256	6632
697	15274	6608
698	15296	6586
699	15318	6565
700	15339	6542
701	15368	6523
702	15386	6500
703	15412	6480
704	15431	6457
705	15438	6429
706	15467	6410
707	15490	6388
708	15544	6380
709	15571	6360
710	15598	6340
711	15621	6318
712	15642	6296
713	15665	6274
714	15688	6253
715	15704	6229
716	15723	6206
717	15735	6180
718	15758	6158
719	15781	6137
720	15807	6116
721	15823	6092
722	15825	6063
723	15847	6041
724	15864	6017
725	15879	5993
726	15898	5969
727	15911	5945
728	15934	5923
729	15967	5905
730	15979	5880
731	16001	5858
732	16024	5837
733	16047	5815
734	16073	5795
735	16098	5774
736	16121	5752
737	16149	5733
738	16172	5711
739	16196	5690
740	16219	5669
741	16232	5644
742	16255	5622
743	16274	5599
744	16298	5578
745	16325	5558
746	16339	5534
747	16363	5512
748	16388	5492
749	16414	5471
750	16441	5451
751	16465	5430
752	16485	5407
753	16509	5386
754	16527	5363
755	16579	5351
756	16602	5329
757	16619	5305
758	16642	5284
759	16663	5262
760	16688	5241
761	16710	5219
762	16728	5196
763	16747	5173
764	16762	5149
765	16786	5127
766	16799	5103
767	16821	5081
768	16844	5059
769	16850	5033
770	16873	5011
771	16898	4990
772	16917	4968
773	16941	4946
774	16967	4925
775	16994	4905
776	17020	4884
777	17043	4863
778	17071	4842
779	17088	4819
780	17129	4803
781	17209	4797
782	17239	4777
783	17248	4752
784	17266	4728
785	17292	4708
786	17307	4684
787	17322	4660
788	17336	4636
789	17354	4613
790	17366	4588
791	17375	4563
792	17397	4541
793	17420	4519
794	17440	4497
795	17451	4472
796	17479	4452
797	17504	4430
798	17524	4408
799	17547	4386
800	17562	4363
801	17619	4349
802	17639	4327
803	17663	4305
804	17687	4284
805	17709	4262
806	17730	4240
807	17750	4217
808	17772	4195
809	17784	4171
810	17804	4149
811	17826	4127
812	17849	4105
813	17872	4083
814	17888	4060
815	17907	4037
816	17926	4015
817	17938	3991
818	17961	3969
819	17981	3947
820	18000	3924
821	18024	3903
822	18047	3881
823	18074	3860
824	18092	3837
825	18119	3816
826	18133	3793
827	18152	3770
828	18168	3747
829	18189	3725
830	18209	3703
831	18228	3680
832	18246	3658
833	18262	3634
834	18283	3612
835	18305	3590
836	18324	3568
837	18343	3546
838	18364	3524
839	18382	3501
840	18405	3479
841	18431	3458
842	18448	3435
843	18467	3413
844	18489	3391
845	18513	3370
846	18519	3345
847	18539	3323
848	18562	3301
849	18584	3279
850	18638	3263
851	18667	3242
852	18687	3220
853	18707	3198
854	18734	3177
855	18762	3156
856	18819	3140
857	18851	3119
858	18878	3098
859	18913	3078
860	18933	3056
861	18959	3035
862	18986	3014
863	18998	2990
864	19019	2968
865	19041	2946
866	19062	2924
867	19089	2903
868	19116	2881
869	19143	2860
870	19161	2837
871	19189	2816
872	19212	2794
873	19234	2772
874	19259	2751
875	19281	2729
876	19305	2707
877	19331	2686
878	19355	2664
879	19375	2642
880	19394	2619
881	19417	2597
882	19435	2575
883	19459	2553
884	19483	2531
885	19503	2509
886	19520	2486
887	19532	2463
888	19560	2442
889	19579	2419
890	19597	2397
891	19606	2373
892	19662	2355
893	19687	2334
894	19709	2312
895	19732	2290
896	19754	2268
897	19782	2246
898	19795	2223
899	19813	2201
900	19835	2179
901	19848	2156
902	19864	2133
903	19883	2111
904	19905	2089
905	19928	2067
906	19953	2045
907	19978	2024
908	20007	2002
909	20032	1981
910	20050	1958
911	20071	1936
912	20099	1915
913	20126	1893
914	20159	1872
915	20181	1850
916	20208	1829
917	20224	1806
918	20245	1784
919	20259	1761
920	20279	1739
921	20295	1716
922	20318	1695
923	20337	1672
924	20361	1650
925	20383	1628
926	20409	1607
927	20426	1584
928	20452	1563
929	20470	1540
930	20492	1518
931	20516	1496
932	20540	1475
933	20563	1453
934	20588	1431
935	20612	1409
936	20637	1387
937	20648	1364
938	20706	1345
939	20733	1323
940	20757	1301
941	20781	1279
942	20804	1257
943	20831	1235
944	20850	1213
945	20868	1191
946	20882	1168
947	20905	1146
948	20920	1124
949	20942	1102
950	20961	1080
951	20982	1057
952	21005	1035
953	21029	1013
954	21049	991
955	21059	969
956	21086	947
957	21115	925
958	21143	903
959	21205	883
960	21266	863
961	21356	843
962	21389	821
963	21413	799
964	21443	777
965	21463	755
966	21490	733
967	21512	711
968	21526	688
969	21551	666
970	21572	644
971	21597	622
972	21607	599
973	21633	577
974	21653	555
975	21675	533
976	21725	511
977	21746	489
978	21759	466
979	21780	444
980	21803	422
981	21822	399
982	21841	377
983	21864	355
984	21878	333
985	21902	310
986	21921	288
987	21945	266
988	21968	244
989	21984	222
990	22013	199
991	22033	177
992	22049	155
993	22073	133
994	22095	111
995	22114	88
996	22140	66
997	22168	44
998	22196	22
999	22219	0
