iter	Passed	Remaining
872	375187	54580
873	375788	54175
874	376246	53749
875	376644	53314
876	377489	52943
877	377863	52504
878	378238	52066
879	379040	51687
880	379399	51246
881	379737	50803
882	380430	50408
883	380833	49973
884	381171	49530
885	382008	49152
886	382338	48708
887	382685	48266
888	383379	47868
889	383789	47434
890	384198	47000
891	385006	46615
892	385399	46178
893	385744	45737
894	386528	45346
895	386868	44904
896	387282	44470
897	387984	44069
898	388356	43630
899	388827	43203
900	389491	42796
901	389878	42359
902	390618	41960
903	390974	41519
904	391332	41079
905	392225	40694
906	392631	40258
907	393039	39823
908	393710	39414
909	394120	38978
910	394523	38542
911	395421	38154
912	395900	37725
913	396689	37325
914	397085	36887
915	397418	36444
916	398112	36034
917	398448	35591
918	398811	35150
919	399624	34749
920	400054	34315
921	400423	33875
922	401092	33460
923	401919	33058
924	402687	32650
925	403093	32212
926	403443	31770
927	404277	31366
928	404634	30924
929	404984	30482
930	405671	30065
931	406031	29624
932	406393	29183
933	407168	28772
934	407506	28329
935	407886	27889
936	408564	27470
937	408923	27029
938	409281	26588
939	410058	26173
940	410433	25733
941	410775	25291
942	411587	24878
943	411929	24436
944	412269	23994
945	413104	23580
946	413489	23141
947	413894	22703
948	414774	22290
949	415155	21850
950	415532	21410
951	416267	20988
952	416583	20545
953	416948	20104
954	417832	19688
955	418183	19246
956	418529	18805
957	419211	18378
958	419565	17937
959	419918	17496
960	420706	17073
961	421072	16632
962	421394	16190
963	422204	15766
964	422580	15326
965	422941	14886
966	423629	14456
967	423983	14015
968	424349	13575
969	425064	13146
970	425570	12710
971	425929	12269
972	426668	11839
973	427023	11398
974	427374	10958
975	428093	10526
976	428499	10087
977	428882	9647
978	429761	9218
979	430297	8781
980	430682	8341
981	431561	7910
982	431986	7470
983	432908	7039
984	433264	6597
985	433623	6156
986	434422	5721
987	434838	5281
988	435270	4841
989	436147	4405
990	436539	3964
991	436937	3523
992	437874	3086
993	438716	2648
994	439455	2208
995	439800	1766
996	440453	1325
997	441049	883
998	441459	441
999	442242	0
