iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
859	275	302	275	340	275	302	340
860	275	302	275	340	275	302	340
861	275	302	275	340	275	302	340
862	275	302	275	340	275	302	340
863	275	302	275	340	275	302	340
864	275	302	275	340	275	302	340
865	275	302	275	340	275	302	340
866	275	302	275	340	275	302	340
867	275	302	275	340	275	302	340
868	275	302	275	340	275	302	340
869	275	302	275	340	275	302	340
870	275	302	275	340	275	302	340
871	275	302	275	340	275	302	340
872	275	302	275	340	275	302	340
873	275	302	275	340	275	302	340
874	275	302	275	340	275	302	340
875	275	302	275	340	275	302	340
876	275	302	275	340	275	302	340
877	275	302	275	340	275	302	340
878	275	302	275	340	275	302	340
879	275	302	275	340	275	302	340
880	275	302	275	340	275	302	340
881	275	302	275	340	275	302	340
882	275	302	275	340	275	302	340
883	275	302	275	340	275	302	340
884	275	302	275	340	275	302	340
885	275	302	275	340	275	302	340
886	275	302	275	340	275	302	340
887	275	302	275	340	275	302	340
888	275	302	275	340	275	302	340
889	275	302	275	340	275	302	340
890	275	302	275	340	275	302	340
891	275	302	275	340	275	302	340
892	275	302	275	340	275	302	340
893	275	302	275	340	275	302	340
894	275	302	275	340	275	302	340
895	275	302	275	340	275	302	340
896	275	302	275	340	275	302	340
897	275	302	275	340	275	302	340
898	275	302	275	340	275	302	340
899	275	302	275	340	275	302	340
900	275	302	275	340	275	302	340
901	275	302	275	340	275	302	340
902	275	302	275	340	275	302	340
903	275	302	275	340	275	302	340
904	275	302	275	340	275	302	340
905	275	302	275	340	275	302	340
906	275	302	275	340	275	302	340
907	275	302	275	340	275	302	340
908	275	302	275	340	275	302	340
909	276	303	276	340	276	303	340
910	276	303	276	340	276	303	340
911	275	302	275	340	275	302	340
912	275	302	275	340	275	302	340
913	275	302	275	340	275	302	340
914	275	302	275	340	275	302	340
915	275	302	275	340	275	302	340
916	275	302	275	340	275	302	340
917	275	302	275	340	275	302	340
918	275	302	275	340	275	302	340
919	275	302	275	340	275	302	340
920	275	302	275	340	275	302	340
921	276	303	276	340	276	303	340
922	276	303	276	340	276	303	340
923	275	302	275	340	275	302	340
924	275	302	275	340	275	302	340
925	275	302	275	340	275	302	340
926	275	302	275	340	275	302	340
927	275	302	275	340	275	302	340
928	275	302	275	340	275	302	340
929	276	303	276	340	276	303	340
930	276	303	276	340	276	303	340
931	276	303	276	340	276	303	340
932	276	303	276	340	276	303	340
933	275	302	275	340	275	302	340
934	275	302	275	340	275	302	340
935	275	302	275	340	275	302	340
936	276	303	276	340	276	303	340
937	276	303	276	340	276	303	340
938	276	303	276	340	276	303	340
939	276	303	276	340	276	303	340
940	276	303	276	340	276	303	340
941	276	303	276	340	276	303	340
942	276	303	276	340	276	303	340
943	276	303	276	340	276	303	340
944	276	303	276	340	276	303	340
945	276	303	276	340	276	303	340
946	276	303	276	340	276	303	340
947	276	303	276	340	276	303	340
948	276	303	276	340	276	303	340
949	276	303	276	340	276	303	340
950	276	303	276	340	276	303	340
951	276	303	276	340	276	303	340
952	275	302	275	340	275	302	340
953	275	302	275	340	275	302	340
954	275	302	275	340	275	302	340
955	275	302	275	340	275	302	340
956	275	302	275	340	275	302	340
957	275	302	275	340	275	302	340
958	275	302	275	340	275	302	340
959	275	302	275	340	275	302	340
960	275	302	275	340	275	302	340
961	275	302	275	340	275	302	340
962	275	302	275	340	275	302	340
963	275	302	275	340	275	302	340
964	275	302	275	340	275	302	340
965	275	302	275	340	275	302	340
966	276	303	276	340	276	303	340
967	276	303	276	340	276	303	340
968	276	303	276	340	276	303	340
969	276	303	276	340	276	303	340
970	276	303	276	340	276	303	340
971	276	303	276	340	276	303	340
972	276	303	276	340	276	303	340
973	276	303	276	340	276	303	340
974	276	303	276	340	276	303	340
975	276	303	276	340	276	303	340
976	276	303	276	340	276	303	340
977	276	303	276	340	276	303	340
978	276	303	276	340	276	303	340
979	276	303	276	340	276	303	340
980	276	303	276	340	276	303	340
981	276	303	276	340	276	303	340
982	276	303	276	340	276	303	340
983	276	303	276	340	276	303	340
984	276	303	276	340	276	303	340
985	276	303	276	340	276	303	340
986	276	303	276	340	276	303	340
987	276	303	276	340	276	303	340
988	276	303	276	340	276	303	340
989	276	303	276	340	276	303	340
990	276	303	276	340	276	303	340
991	276	303	276	340	276	303	340
992	276	303	276	340	276	303	340
993	276	303	276	340	276	303	340
994	276	303	276	340	276	303	340
995	276	303	276	340	276	303	340
996	276	303	276	340	276	303	340
997	276	303	276	340	276	303	340
998	276	303	276	340	276	303	340
999	276	303	276	340	276	303	340
